Car Name,Car Price,Car Mileage,Exterior Color,Interior Color,Drivetrain,Fuel Type,Transmission,Engine,VIN,TimeStamp,Source
2012 Ford F-350 Lariat Super Duty,"$23,995","221,343 mi.",Tuxedo Black,Adobe,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,1FT7W3BT4CEB48973,2023-05-12 08:45:19.071706,Cars.com
2023 Mazda CX-50 2.5 S Preferred Plus Package,"$34,570",5 mi.,Polymetal Gray Metallic,Black,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V GDI DOHC,7MMVABCM6PN140922,2023-05-12 08:45:30.036946,Cars.com
2018 Audi Q7 3.0T Prestige,"$36,885","61,598 mi.",Ink Blue Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,WA1VAAF7XJD009239,2023-05-12 08:45:32.994451,Cars.com
2021 Bentley Continental GT V8,"$224,499","11,760 mi.",Onyx Black Metallic,Beluga,All-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo,SCBCG2ZG3MC087808,2023-05-12 08:45:34.989064,Cars.com
2019 Mercedes-Benz CLA 250 Base 4MATIC,"$30,008","48,409 mi.",Polar White,Crystal Gray,All-wheel Drive,E85 Flex Fuel,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,WDDSJ4GB9KN770679,2023-05-12 08:45:36.895934,Cars.com
2023 Jeep Grand Cherokee Limited,"$46,500","1,568 mi.",Bright White Clearcoat,Global Black,Four-wheel Drive,Gasoline,Automatic,"Pentastar 3.6L V-6 DOHC, variable valve control, engine with 293",1C4RJHBG2PC506497,2023-05-12 08:45:38.873861,Cars.com
2022 Land Rover Defender 90 X-Dynamic S,"$77,950","4,222 mi.",Tasman Blue,Ebony,Four-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,SALEY6RU7N2085124,2023-05-12 08:45:41.621334,Cars.com
2023 Subaru Ascent Premium 7-Passenger,"$39,465",6 mi.,Crystal Black Silica,Ivory,All-wheel Drive,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMAED8P3430220,2023-05-12 08:45:45.225891,Cars.com
2021 Cadillac XT6 Sport,"$47,990","41,994 mi.",Shadow Metallic,Jet Black,All-wheel Drive,Gasoline,Automatic,Gas V6 3.6L/222,1GYKPHRS6MZ136586,2023-05-12 08:45:48.181651,Cars.com
2023 Cadillac CT5 Premium Luxury,"$49,040","6,051 mi.",Black Raven,Jet Black with Jet Black Accents,Rear-wheel Drive,Gasoline,Automatic,Turbocharged Gas I4 2.0L/,1G6DN5RK0P0107129,2023-05-12 08:45:51.782380,Cars.com
2022 Mercedes-Benz CLA 250 Base 4MATIC,"$43,827","6,943 mi.",Digital White,Gray,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,W1K5J4HB1NN301313,2023-05-12 08:45:54.887557,Cars.com
2021 Chevrolet Suburban Premier,"$68,490","27,546 mi.",Satin Steel Metallic,Jet Black,Four-wheel Drive,Gasoline,Automatic,Gas V8 5.3L/,1GNSKFKD4MR339066,2023-05-12 08:45:57.320127,Cars.com
2016 Lincoln Navigator L Select,"$28,999","99,349 mi.",Black Velvet,Ebony,Four-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,5LMJJ3JT4GEL09584,2023-05-12 08:45:59.831458,Cars.com
2023 Ford Explorer XLT,"$46,535","2,173 mi.",Rapid Red Metallic Tinted Clearcoat,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8DH8PGA44438,2023-05-12 08:46:02.950532,Cars.com
2023 Genesis G80 3.5T,"$67,080",10 mi.,Obsidian Black,Red,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,KMTGB4SD3PU164072,2023-05-12 08:46:07.121057,Cars.com
2023 Volkswagen Arteon 2.0T SE R-Line,"$42,805",15 mi.,Deep Black Pearl Effect,Titan Black,Front-wheel Drive,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WVWSR7AN3PE002145,2023-05-12 08:46:11.205219,Cars.com
2022 Hyundai Tucson SEL,"$30,941","8,241 mi.",Calypso Red,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,5NMJFCAE1NH124235,2023-05-12 08:46:15.170010,Cars.com
2021 Kia Telluride LX,"$35,745","27,051 mi.",Everlasting Silver,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP2DHC1MG185769,2023-05-12 08:46:17.353722,Cars.com
2021 RAM ProMaster 2500 High Roof,"$45,000","17,691 mi.",Bright White Clearcoat,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,3.6L V6 24V MPFI DOHC,3C6LRVCG2ME518334,2023-05-12 08:46:20.550320,Cars.com
2023 Ford Explorer XLT,"$41,490",–,Rapid Red Metallic Tinted Clearcoat,Ebony,Four-wheel Drive,Gasoline,Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8DHXPGA46479,2023-05-12 08:46:24.070684,Cars.com
2015 Audi S8 4.0T quattro,"$41,995","31,343 mi.",Monsoon Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WAUK2AFD8FN005345,2023-05-12 08:46:27.706836,Cars.com
2020 Ford Expedition XLT,"$47,950","44,102 mi.",Agate Black,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJU1JT1LEA43384,2023-05-12 08:46:33.015965,Cars.com
2023 Kia Stinger GT-Line,"$41,460",14 mi.,HiChroma Red,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,KNAE35LD9P6135555,2023-05-12 08:46:35.727855,Cars.com
2023 Nissan Frontier S,"$34,008",12 mi.,Black,Charcoal,Four-wheel Drive,Gasoline,Automatic,3.8L V6 24V GDI DOHC,1N6ED1CM7PN638805,2023-05-12 08:46:37.759290,Cars.com
2022 Ford Mustang EcoBoost Premium,"$44,105",15 mi.,Orange Metallic,Ebony,Rear-wheel Drive,Gasoline,6-Speed Manual,2.3L I4 16V GDI DOHC Turbo,1FA6P8TD9N5108961,2023-05-12 08:46:40.203107,Cars.com
2023 Ford Explorer XLT,"$49,420",12 mi.,White Metallic,Light Slate,Four-wheel Drive,Gasoline,Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8DH4PGA49698,2023-05-12 08:46:42.461935,Cars.com
2008 Ford E150 RAISED ROOF,"$13,900","118,535 mi.",Oxford White,Gray,Rear-wheel Drive,Gasoline,4-Speed Automatic,5.4L V8 16V MPFI SOHC,1FMNE11L58DB50689,2023-05-12 08:46:43.988771,Cars.com
2023 Ford Mustang Mach 1,"$63,230",2 mi.,Shadow Black,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FA6P8R09P5501804,2023-05-12 08:46:46.415872,Cars.com
2023 Volkswagen Tiguan 2.0T S,"$28,557","2,146 mi.",Pure White,Titan Black,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VVRB7AX0PM035443,2023-05-12 08:46:48.691000,Cars.com
2020 Volvo XC90 T6 Momentum 6 Passenger,"$45,000","32,464 mi.",Crystal White Metallic,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A221K9L1609528,2023-05-12 08:46:52.371705,Cars.com
2020 BMW M5 Competition,"$82,495","32,408 mi.",Donington Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBSJF0C06LCE13666,2023-05-12 08:46:54.647976,Cars.com
2019 Volvo XC90 T6 R-Design,"$45,500","30,095 mi.",Onyx Black,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PM7K1472502,2023-05-12 08:46:57.597956,Cars.com
2022 Mercedes-Benz GLC 300 Base 4MATIC,"$52,610",12 mi.,Polar White,–,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8EB0NG101793,2023-05-12 08:47:00.146679,Cars.com
2021 Volvo XC90 T6 R-Design 7 Passenger,"$55,933","18,545 mi.",Thunder Gray Metallic,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PMXM1671739,2023-05-12 08:47:03.454757,Cars.com
2023 Genesis G90 3.5T,"$90,260",5 mi.,Black,Burgundy,AWD,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,KMTFB4SD7PU027504,2023-05-12 08:47:05.591850,Cars.com
2019 Acura ILX Premium Package,"$27,000","24,682 mi.",Platinum White Pearl,Espresso,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,19UDE2F7XKA013257,2023-05-12 08:47:08.594509,Cars.com
2022 GMC Acadia SLT,"$41,254","14,171 mi.",Gray,Cocoa,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1GKKNUL43NZ159005,2023-05-12 08:47:12.109270,Cars.com
2020 Volvo XC90 T5 Momentum 7 Passenger,"$42,736","9,313 mi.",Denim Blue Metallic,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4102PK2L1532188,2023-05-12 08:47:14.253674,Cars.com
2023 Ford Explorer Limited,"$55,025","5,000 mi.",Star White,Sandstone,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8FH7PGA97421,2023-05-12 08:47:17.118857,Cars.com
2017 BMW X5 xDrive35i,"$28,000","87,268 mi.",Space Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C38H0X81042,2023-05-12 08:47:19.248781,Cars.com
2021 Chevrolet Trailblazer RS,"$26,000","44,478 mi.",Summit White / White,Jet Black,All-wheel Drive,Gasoline,9-Speed Automatic,1.3L I3 12V GDI DOHC Turbo,KL79MUSL8MB068161,2023-05-12 08:47:22.619480,Cars.com
2022 Kia Telluride SX,"$51,800","14,351 mi.",Wolf Gray,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP5DHC9NG222396,2023-05-12 08:47:33.404531,Cars.com
2023 Mazda CX-50 2.5 S Preferred Plus Package,"$34,560",3 mi.,Wind Chill Pearl,Black,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,7MMVABCM2PN144014,2023-05-12 08:47:35.298694,Cars.com
2023 Audi Q7 45 Premium,"$66,045",5 mi.,Navarra Blue Metallic,Black,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,WA1ACBF73PD015388,2023-05-12 08:47:39.015662,Cars.com
2020 Mercedes-Benz GLB 250 Base 4MATIC,"$35,548","62,250 mi.",Patagonia Red Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1N4M4HB4LW056696,2023-05-12 08:47:41.533595,Cars.com
2023 Ford F-150 XLT,"$62,530",88 mi.,Agate Black Metallic,Medium Dark Slate,Four-wheel Drive,Hybrid,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,1FTFW1ED6PFA17550,2023-05-12 08:47:44.299444,Cars.com
2023 Mercedes-Benz GLC 300 4MATIC Coupe,"$61,860",3 mi.,–,Black,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0J8EB6PG136150,2023-05-12 08:47:46.150099,Cars.com
2020 Kia Telluride EX,"$32,999","62,118 mi.",Sangria,Black,Front-wheel Drive,Gasoline,Automatic,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",5XYP34HC9LG027935,2023-05-12 08:47:48.328350,Cars.com
2020 Volvo XC90 T6 Momentum 7 Passenger,"$44,500","27,312 mi.",Denim Blue,Maroon Brown,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PK5L1563865,2023-05-12 08:47:50.800480,Cars.com
2019 Volvo XC90 T6 R-Design,"$39,995","45,323 mi.",Bursting Blue Metallic,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PM6K1419127,2023-05-12 08:47:53.318452,Cars.com
2023 Mercedes-Benz CLA 250 Base 4MATIC,"$45,969","1,588 mi.",Midnight Black,Macchiato Beige,All-wheel Drive,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1K5J4HB6PN339008,2023-05-12 08:47:56.853048,Cars.com
2019 Volvo XC40 T4 Momentum,"$30,909","19,415 mi.",Fusion Red Metallic,Blond,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4AC2HK4K2050790,2023-05-12 08:48:00.457813,Cars.com
2013 INFINITI G37x Base,"$17,224","61,472 mi.",Graphite Shadow,Graphite,All-wheel Drive,Gasoline,7-Speed Automatic,3.7L V6 24V MPFI DOHC,JN1CV6AR8DM765392,2023-05-12 08:48:03.766111,Cars.com
2023 Chevrolet Colorado Z71,"$46,655",1 mi.,Sand Dune Metallic,Jet Black,Four-wheel Drive,Gasoline,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo,1GCPTDEK2P1143432,2023-05-12 08:48:06.134845,Cars.com
2022 Kia Telluride SX,"$50,000","16,018 mi.",Ebony Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP5DHC6NG262435,2023-05-12 08:48:09.077227,Cars.com
2023 Genesis G90 3.5T e-SC,"$100,415",935 mi.,Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,KMTFC4SD6PU012702,2023-05-12 08:48:12.640605,Cars.com
2018 BMW 340 i xDrive,"$33,569","40,941 mi.",Melbourne Red Metallic,Black / Dark Oyster,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA8B7G57JNU95497,2023-05-12 08:48:15.877350,Cars.com
2023 Nissan Armada Platinum,"$74,330",10 mi.,Black,Gray,Four-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,JN8AY2DB8P9834399,2023-05-12 08:48:17.712050,Cars.com
2023 Toyota Corolla Cross LE,"$29,589",–,Jet Black,Black,AWD,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,7MUBAABG2PV060381,2023-05-12 08:48:20.672026,Cars.com
2023 Ford Explorer ST-Line,"$48,792",–,Gray Metallic,Ebony,Four-wheel Drive,Gasoline,Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8KH0PGA90610,2023-05-12 08:48:23.261072,Cars.com
2023 Lincoln Navigator L Reserve,"$107,640",13 mi.,Pristine White,–,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5LMJJ3LG6PEL10106,2023-05-12 08:48:26.056523,Cars.com
2019 Honda Odyssey EX,"$28,200","65,407 mi.",Deep Scarlet Pearl,Beige,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H59KB046819,2023-05-12 08:48:36.872472,Cars.com
2023 Hyundai Santa Fe XRT,"$35,193",7 mi.,Red,–,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,5NMS6DAJ4PH540385,2023-05-12 08:48:40.570755,Cars.com
2014 Porsche 911 50th Anniversary Edition,"$139,995","32,519 mi.",–,–,Rear-wheel Drive,Gasoline,7-Speed Manual,3.8L H6 24V GDI DOHC,WP0AB2A99ES122021,2023-05-12 08:48:42.845776,Cars.com
2023 Ford Expedition King Ranch,"$87,085",9 mi.,Black Metallic,Java,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FMJU1P83PEA34307,2023-05-12 08:48:45.060671,Cars.com
2008 Volkswagen Rabbit S,"$13,950","41,605 mi.",United Gray Metallic,Anthracite,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I5 20V MPFI DOHC,WVWBA71K48W160910,2023-05-12 08:48:48.156807,Cars.com
2022 Mercedes-Benz GLC 300 Base 4MATIC,"$50,310",5 mi.,Black,–,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8EBXNV365308,2023-05-12 08:48:50.871609,Cars.com
2023 Audi S4 3.0T Prestige,"$67,895",12 mi.,Mythos Black Metallic,Magma Red,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,WAUC4AF44PA057465,2023-05-12 08:48:53.652713,Cars.com
2018 Nissan 370Z Touring,"$32,995","40,642 mi.",Solid Red,Gray,Rear-wheel Drive,Gasoline,7-Speed Automatic,3.7L V6 24V MPFI DOHC,JN1AZ4FH6JM520179,2023-05-12 08:48:56.229854,Cars.com
2023 Genesis G70 2.0T,"$42,938","15,772 mi.",Vik Black,Obsidian Black,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,KMTG34TA4PU104299,2023-05-12 08:48:58.427326,Cars.com
2022 Ford Maverick XLT,"$34,851","32,500 mi.",Area 51,Navy Pier,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3FTTW8F98NRA12341,2023-05-12 08:49:00.945076,Cars.com
2022 Genesis G70 2.0T,"$39,950","4,181 mi.",Makalu Gray,Dune,Rear-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,KMTG34TA7NU100549,2023-05-12 08:49:03.275621,Cars.com
2022 Ford Escape SE,"$28,605",16 mi.,Carbonized Gray Metallic,Dark Earth Gray,All-wheel Drive,Gasoline,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,1FMCU9G63NUB56707,2023-05-12 08:49:05.910198,Cars.com
2014 INFINITI Q60 Base,"$24,499","57,376 mi.",Graphite Shadow,Graphite,Rear-wheel Drive,Gasoline,7-Speed Automatic,3.7L V6 24V MPFI DOHC,JN1CV6FE8EM901348,2023-05-12 08:49:08.428447,Cars.com
2021 Kia Telluride S,"$39,977","37,654 mi.",Gravity Gray,Gray,Front-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP64HC0MG193477,2023-05-12 08:49:10.986594,Cars.com
2021 Genesis G70 2.0T,"$34,875","7,180 mi.",Mallorca Blue,Black Gray,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,KMTG34LA8MU073621,2023-05-12 08:49:14.176194,Cars.com
2018 BMW 540 i xDrive,"$35,998","42,123 mi.",Silver,Night Blue,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBAJE7C57JWD53260,2023-05-12 08:49:16.455589,Cars.com
2023 Hyundai Sonata SEL,"$28,077","3,302 mi.",Onyx Black,Dark Gray,Front-wheel Drive,Gasoline,8-Speed Automatic with SHIFTRONIC,2.5L I4,KMHL14JA4PA250804,2023-05-12 08:49:19.113783,Cars.com
2022 RAM 1500 Limited,"$64,000","13,649 mi.",Diamond Black,Black,Four-wheel Drive,Gasoline,Automatic,5.7L V8 16V MPFI OHV,1C6SRFHT6NN289063,2023-05-12 08:49:21.042949,Cars.com
2023 RAM 1500 Classic Tradesman,"$41,140",5 mi.,Billet Silver Metallic Clearcoat,Diesel Gray / Black,Four-wheel Drive,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,3C6RR7KG2PG531598,2023-05-12 08:49:23.997281,Cars.com
2022 Volkswagen Atlas 3.6L SEL Premium R-Line,"$45,995","16,295 mi.",Aurora Red Metallic,Titan Black / Quarzit,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2FR2CA0NC521708,2023-05-12 08:49:25.869149,Cars.com
2011 Land Rover Range Rover HSE,"$14,450","115,735 mi.",Santorini Black,Jet,Four-wheel Drive,Gasoline,6-Speed Automatic,5.0L V8 32V GDI DOHC,SALMF1D48BA330090,2023-05-12 08:49:34.038307,Cars.com
2023 Audi Q7 55 Premium Plus,"$74,235",10 mi.,Navarra Blue Metallic,Saiga Beige,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,WA1LXBF76PD015933,2023-05-12 08:49:37.568804,Cars.com
2022 Ford F-150 XLT,"$59,560",18 mi.,Agate Black Metallic,Black,Four-wheel Drive,Hybrid,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,1FTFW1ED9NFB81226,2023-05-12 08:49:41.183411,Cars.com
2019 Porsche 718 Boxster S,"$67,888","15,855 mi.",Black,Black,Rear-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.5L H4 16V GDI DOHC Turbo,WP0CB2A84KS228551,2023-05-12 08:49:43.926505,Cars.com
2023 Porsche Cayenne GTS,"$138,788","2,700 mi.",Carmine Red,Black,All-wheel Drive,Gasoline,8-Speed Automatic with Tiptronic,4.0L V8 32V GDI DOHC Twin Turbo,WP1BG2AY0PDA32081,2023-05-12 08:49:47.051694,Cars.com
2022 Ford Mustang Mach-E Select,"$45,170",118 mi.,Gray Metallic,Black Onyx,Rear-wheel Drive,Electric,1-Speed Automatic,Electric,3FMTK1RM2NMA42740,2023-05-12 08:49:48.810060,Cars.com
2023 Cadillac LYRIQ RWD Luxury,"$63,590",5 mi.,Stellar Black Metallic,Noir,Rear-wheel Drive,Electric,Automatic,Electric,1GYKPMRK2PZ003000,2023-05-12 08:49:52.522197,Cars.com
2023 Chevrolet Colorado 4WD Trail Boss,"$43,105",5 mi.,Radiant Red Tintcoat,Jet Black,Four-wheel Drive,Gasoline,Automatic,Turbocharged Gas I4 2.7L/,1GCPTEEK5P1139705,2023-05-12 08:49:55.933760,Cars.com
2023 Chevrolet Tahoe RST,"$75,815",5 mi.,Summit White,Jet Black/Victory Red,Four-wheel Drive,Gasoline,Automatic,Gas V8 6.2L/,1GNSKRKL6PR372888,2023-05-12 08:49:58.252339,Cars.com
2019 BMW 530 i xDrive,"$32,990","35,145 mi.",Metallic,Ivory White,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBAJA7C57KWW06717,2023-05-12 08:50:02.547131,Cars.com
2023 Chevrolet Colorado Z71,Not Priced,0 mi.,Radiant Red,Jet Black,Four-wheel Drive,Gasoline,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo,1GCPTDEK7P1137190,2023-05-12 08:50:05.338665,Cars.com
2013 Honda Ridgeline Sport,"$12,995","152,070 mi.",Taffeta White,Black,Four-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FPYK1F72DB012740,2023-05-12 08:50:07.281104,Cars.com
2020 Mazda CX-9 Grand Touring,"$26,500","69,346 mi.",Sonic Silver Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM3TCADY7L0409070,2023-05-12 08:50:09.357973,Cars.com
2023 Ford Mustang Mach-E GT,"$71,435","2,650 mi.",Space White Metallic,Black Onyx,All-wheel Drive,Electric,SINGLE SPEED,Electric,3FMTK4SEXPMA12408,2023-05-12 08:50:11.219227,Cars.com
2022 Kia Sorento X-Line EX,"$40,887","9,922 mi.",Gravity Gray,Black,All-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.5L I4 16V PDI DOHC Turbo,5XYRHDLF3NG097297,2023-05-12 08:50:14.726846,Cars.com
2023 Volkswagen Golf GTI 2.0T 40th Anniversary Edition,"$35,966",8 mi.,Tornado Red w/ Black Roof,Titan Black,Front-wheel Drive,Gasoline,7-Speed Automatic,2.0L,WVW8A7CD1PW156143,2023-05-12 08:50:16.650114,Cars.com
2023 Genesis GV80 3.5T,"$71,405",10 mi.,Savile Silver,Black Beige,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,KMUHCESC3PU143281,2023-05-12 08:50:20.366732,Cars.com
2022 Hyundai Tucson SE,"$26,997","14,500 mi.",Intense Blue,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,5NMJACAE3NH022451,2023-05-12 08:50:23.896266,Cars.com
2023 RAM 1500 Classic Tradesman,"$40,940",73 mi.,Bright White Clearcoat,Diesel Gray / Black,Four-wheel Drive,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,3C6RR7KG9PG555087,2023-05-12 08:50:26.805454,Cars.com
2023 Jeep Grand Cherokee 4xe Base,"$49,150",41 mi.,Diamond Black,Global Black,Four-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,1C4RJYB61PC589007,2023-05-12 08:50:29.096689,Cars.com
2018 Jeep Wrangler JK Unlimited Rubicon,"$39,500","50,612 mi.",Bright White Clearcoat,Black,Four-wheel Drive,Gasoline,5-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4BJWFG4JL825956,2023-05-12 08:50:39.617284,Cars.com
2022 Kia Niro Plug-In Hybrid EX,"$30,950","10,154 mi.",Graphite Gray,Light Gray,Front-wheel Drive,Hybrid,6-Speed Automatic with Auto-Shift,1.6L I4 16V GDI DOHC Hybrid,KNDCD3LDXN5535722,2023-05-12 08:50:43.048371,Cars.com
2023 Ford Mustang Mach-E Premium,"$67,191",8 mi.,Vapor Blue,Black,All-wheel Drive,Electric,1-Speed Automatic,Electric,3FMTK3SU1PMA21502,2023-05-12 08:50:45.183761,Cars.com
2018 Nissan Rogue SL,"$19,795","101,790 mi.",Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,JN8AT2MT0JW461276,2023-05-12 08:50:48.595861,Cars.com
2023 GMC Acadia SLT,"$42,256",3 mi.,White Frost Tricoat,Jet Black,Front-wheel Drive,Gasoline,Automatic,Turbocharged Gas I4 2.0L/,1GKKNML42PZ211209,2023-05-12 08:50:50.432204,Cars.com
2023 Audi Q7 55 Premium Plus,"$71,815",2 mi.,Mythos Black Metallic,Black,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,WA1LXBF75PD010867,2023-05-12 08:50:54.029904,Cars.com
2023 Audi Q7 55 Premium,"$71,395",2 mi.,Mythos Black Metallic,Okapi Brown,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,WA1AXBF76PD016264,2023-05-12 08:50:57.934837,Cars.com
2022 Mercedes-Benz EQS 450+ Base,"$77,466","4,284 mi.",Diamond White,Macchiato Beige,Rear-wheel Drive,Electric,1-Speed Automatic,Electric,W1KCG2DB4NA016547,2023-05-12 08:51:01.280014,Cars.com
2021 Subaru Forester Limited,"$29,555","54,824 mi.",Ice Silver Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKAUC5MH423601,2023-05-12 08:51:03.747295,Cars.com
2021 Mercedes-Benz GLA 250 Base 4MATIC,"$38,709","10,522 mi.",Patagonia Red Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1N4N4HB1MJ221275,2023-05-12 08:51:07.031823,Cars.com
