Car Name,Car Price,Car Mileage,Exterior Color,Interior Color,Drivetrain,Fuel Type,Transmission,Engine,VIN,TimeStamp,Source
2018 Honda CR-V LX,"$25,901","23,284 mi.",Lunar Silver Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,2HKRW5H36JH425289,2023-05-13 08:49:27.939773,Cars.com
2022 Mercedes-Benz CLA 250 Base 4MATIC,"$43,827","6,943 mi.",Digital White,Gray,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,W1K5J4HB1NN301313,2023-05-13 08:49:31.131662,Cars.com
2011 Toyota Corolla LE,"$11,505","103,616 mi.",Magnetic Gray Metallic,Dark Charcoal,Front-wheel Drive,Gasoline,4-Speed Automatic,1.8L I4 16V MPFI DOHC,2T1BU4EEXBC558343,2023-05-13 08:49:33.575778,Cars.com
2023 GMC Terrain SLT,"$40,220",57 mi.,Summit White / White,Jet Black,All-wheel Drive,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,3GKALVEG6PL215527,2023-05-13 08:49:37.024623,Cars.com
2018 Ford Expedition Max XLT,"$39,998","56,737 mi.",Gray,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJK1JT3JEA38450,2023-05-13 08:49:39.576365,Cars.com
2021 Kia Telluride S,"$39,977","37,654 mi.",Gravity Gray,Gray,Front-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP64HC0MG193477,2023-05-13 08:49:41.321001,Cars.com
2018 Kia Cadenza Premium,"$24,000","38,830 mi.",Snow White Pearl,Beige,Front-wheel Drive,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC,KNALC4J1XJ5096322,2023-05-13 08:49:43.425179,Cars.com
2019 Toyota Sienna LE,"$20,995","140,873 mi.",Midnight Black Metallic,Ash,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,5TDJZ3DC2KS223950,2023-05-13 08:49:46.096775,Cars.com
2023 Hyundai Sonata SEL,"$28,823",6 mi.,Red,Black,Front-wheel Drive,Gasoline,8-Speed Automatic with SHIFTRONIC,2.5L I4 16V PDI DOHC,KMHL64JA5PA284865,2023-05-13 08:49:55.951531,Cars.com
2014 Cadillac CTS 3.6L Premium,"$19,950","66,019 mi.",White Diamond Tri-Coat,Kona Brown / Jet Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1G6AT5S39E0127940,2023-05-13 08:49:58.771913,Cars.com
2023 Jeep Wagoneer Series II,"$78,505",123 mi.,Silver Zynith,Black,Four-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,1C4SJVBP2PS512533,2023-05-13 08:50:01.321834,Cars.com
2016 Chevrolet Equinox LS,"$16,595","97,441 mi.",Silver,Gray,AWD,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,2GNFLEEK5G6247709,2023-05-13 08:50:04.734478,Cars.com
2019 Land Rover Range Rover Sport 3.0L Supercharged HSE,"$52,014","46,842 mi.",Fuji White,Ebony/Ebony/Ebony/Ebony,Four-wheel Drive,Gasoline,Automatic,V6,SALWR2RV1KA845584,2023-05-13 08:50:07.538852,Cars.com
2020 Kia Telluride EX,"$32,999","62,118 mi.",Sangria,Black,Front-wheel Drive,Gasoline,Automatic,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",5XYP34HC9LG027935,2023-05-13 08:50:10.741247,Cars.com
2016 Hyundai Equus Signature,"$26,995","25,722 mi.",Black,Beige,Rear-wheel Drive,Gasoline,A/T,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,KMHGH4JH8GU104401,2023-05-13 08:50:13.778142,Cars.com
2022 Lexus GX 460 Base,"$61,115","9,745 mi.",Starfire Pearl,Sepia,Four-wheel Drive,Gasoline,6-Speed Automatic with Sequential Shift,4.6L V8 32V MPFI DOHC,JTJAM7BX2N5332377,2023-05-13 08:50:15.644065,Cars.com
2012 Volkswagen Golf TDI,"$18,950","35,717 mi.",Tornado Red,Titan Black,Front-wheel Drive,Diesel,Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,WVWDM7AJ4CW212293,2023-05-13 08:50:18.526837,Cars.com
2019 Volvo XC90 T6 R-Design,"$39,995","45,323 mi.",Bursting Blue Metallic,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PM6K1419127,2023-05-13 08:50:22.059350,Cars.com
2020 BMW 540 i xDrive,"$44,858","27,805 mi.",Alpine White,Night Blue,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBAJS3C07LCD89539,2023-05-13 08:50:25.423322,Cars.com
2020 Porsche Macan S,"$59,998","11,081 mi.",Black,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo,WP1AB2A56LLB37577,2023-05-13 08:50:27.405452,Cars.com
2013 Hyundai Elantra Limited,"$18,495","38,644 mi.",Radiant Silver,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,1.8L I4 16V MPFI DOHC,5NPDH4AE6DH375184,2023-05-13 08:50:29.839235,Cars.com
2022 Jeep Grand Cherokee 4xe Base,"$59,998","3,329 mi.",Bright White Clearcoat,Global Black,Four-wheel Drive,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,1C4RJYB60N8715681,2023-05-13 08:50:33.621459,Cars.com
2022 Kia Telluride SX,"$51,617","17,248 mi.",Ebony Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP5DHC8NG209963,2023-05-13 08:50:36.293326,Cars.com
2017 Dodge Charger R/T,"$39,770","30,939 mi.",Go Mango!,Brazen Gold,Rear-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,2C3CDXCTXHH533002,2023-05-13 08:50:38.618614,Cars.com
2022 Volkswagen Atlas 2.0T SE,"$42,289","7,240 mi.",Platinum Gray Metallic,Titan Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1V2KP2CA4NC546941,2023-05-13 08:50:41.620218,Cars.com
2022 Kia Telluride SX,"$50,000","16,018 mi.",Ebony Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP5DHC6NG262435,2023-05-13 08:50:43.724668,Cars.com
2018 Lexus LS 500 F Sport,"$49,000","38,685 mi.",Caviar,Black,Rear-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,JTHB51FF7J5002939,2023-05-13 08:50:46.961570,Cars.com
2023 Ford Bronco Sport Big Bend,"$33,835",–,Oxford White,Ebony,Four-wheel Drive,Gasoline,Automatic,1.5L I3 12V PDI DOHC Turbo,3FMCR9B63PRD40564,2023-05-13 08:50:50.349000,Cars.com
2021 Mitsubishi Outlander Sport 2.0 ES,"$22,000","43,900 mi.",Mercury Gray Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,JA4APUAU9MU028767,2023-05-13 08:50:58.186584,Cars.com
2014 Hyundai Sonata GLS,"$14,940","127,481 mi.",Harbor Gray Metallic,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,5NPEB4AC4EH889802,2023-05-13 08:51:00.646573,Cars.com
2023 Kia Forte LXS,"$21,915",11 mi.,Fire Orange,Black,FWD,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,3KPF24AD0PE628011,2023-05-13 08:51:04.236912,Cars.com
2014 Porsche Cayenne S,"$28,000","81,404 mi.",White,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.8L V8 32V GDI DOHC,WP1AB2A20ELA55286,2023-05-13 08:51:07.591327,Cars.com
2022 Ford Explorer XLT,"$39,730","2,330 mi.",White,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8DH8NGB79884,2023-05-13 08:51:09.807509,Cars.com
2019 Lincoln MKZ Reserve I,"$23,000","76,261 mi.",Infinite Black Metallic,Cappuccino,Front-wheel Drive,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,",3LN6L5C93KR634605,2023-05-13 08:51:12.068255,Cars.com
2022 Porsche Cayenne E-Hybrid AWD,"$89,888","17,939 mi.",Carrara White Metallic,Black,All-wheel Drive,Hybrid,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo Hybrid,WP1AE2AY2NDA26135,2023-05-13 08:51:14.374227,Cars.com
2022 Volvo XC90 T6 Inscription 7 Passenger,"$56,982","15,820 mi.",Thunder Gray Metallic,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PL5N1804397,2023-05-13 08:51:16.620709,Cars.com
2016 Nissan 370Z Touring,"$29,995","53,872 mi.",Brilliant Silver,Black,Rear-wheel Drive,Gasoline,7-Speed Automatic,3.7L V6 24V MPFI DOHC,JN1AZ4FH8GM910340,2023-05-13 08:51:19.099887,Cars.com
2023 Mercedes-Benz GLA 250 Base 4MATIC,"$48,575",11 mi.,Digital White,–,All-wheel Drive,Gasoline,8-Speed,2.0L I4 16V GDI DOHC Turbo,W1N4N4HB0PJ423528,2023-05-13 08:51:20.755229,Cars.com
2021 Volvo S60 R-DESIGN,"$34,995","41,731 mi.",Black Stone,Slate,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L,7JRA22TM6MG080928,2023-05-13 08:51:24.038712,Cars.com
2013 Land Rover LR4 Lux,"$28,950","76,258 mi.",Fuji White,Ebony,Four-wheel Drive,Gasoline,6-Speed Automatic,5.0L V8 32V GDI DOHC,SALAK2D46DA674976,2023-05-13 08:51:26.386823,Cars.com
2022 Subaru Forester Wilderness,"$41,978","4,992 mi.",Crystal White Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKAMC6NH516595,2023-05-13 08:51:28.358806,Cars.com
2023 MINI Convertible Cooper S,"$42,370",5 mi.,Island Blue Metallic,Satellite Gray,Front-wheel Drive,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WMW43DL09P3R26138,2023-05-13 08:51:31.577248,Cars.com
2019 Acura ILX Premium Package,"$27,000","24,682 mi.",Platinum White Pearl,Espresso,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,19UDE2F7XKA013257,2023-05-13 08:51:34.088809,Cars.com
2021 GMC Canyon Elevation Standard,"$34,675","8,255 mi.",Onyx Black,Jet Black / Dark Ash,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GTG5BEN2M1109219,2023-05-13 08:51:37.750262,Cars.com
2023 Hyundai Santa Cruz 2.5T SEL Premium,"$39,245",12 mi.,Sage Gray,Black,All-wheel Drive,Gasoline,SHIFTRONIC,2.5L I4 16V PDI DOHC Turbo,5NTJDDAF2PH060458,2023-05-13 08:51:40.896891,Cars.com
2023 Genesis G90 3.5T e-SC,"$100,415",935 mi.,Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,KMTFC4SD6PU012702,2023-05-13 08:51:42.905423,Cars.com
2020 Kia Telluride EX,"$37,470","30,374 mi.",Gravity Gray,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP34HC2LG032927,2023-05-13 08:51:45.723491,Cars.com
2021 Chevrolet Suburban LT,"$49,944","83,937 mi.",Satin Steel Metallic,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKCKD1MR171563,2023-05-13 08:51:48.759019,Cars.com
2022 Volkswagen Jetta GLI 2.0T Autobahn,"$33,790","6,356 mi.",Pure Gray,Titan Black,Front-wheel Drive,Gasoline,7-Speed Automatic,1.5L,3VW2T7BU2NM000267,2023-05-13 08:51:56.605057,Cars.com
2020 Jaguar F-PACE 25t Premium,"$33,777","35,905 mi.",Santorini Black,Ebony / Ebony,All-wheel Drive,Gasoline,Automatic,I4,SADCJ2FX7LA630546,2023-05-13 08:51:59.548251,Cars.com
2022 Genesis G70 2.0T,"$44,597","4,707 mi.",Uyuni White,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,KMTG34TA0NU100652,2023-05-13 08:52:01.821855,Cars.com
2022 Subaru Forester Wilderness,"$33,385","4,921 mi.",Autumn Green Metallic,Gray,All-wheel Drive,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKALC9NH491001,2023-05-13 08:52:04.370637,Cars.com
2018 Nissan Armada SV,"$23,910","78,089 mi.",Hermosa Blue,Charcoal,All-wheel Drive,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,JN8AY2NC4JX501594,2023-05-13 08:52:06.795446,Cars.com
2023 Buick Enclave Essence,"$39,990","1,012 mi.",Sage Metallic,Whisper Beige seats with Ebony interior accents,Front-wheel Drive,Gasoline,Automatic,Gas V6 3.6L/217,5GAERBKW3PJ185207,2023-05-13 08:52:10.333914,Cars.com
2022 Lamborghini Urus Pearl Capsule,"$299,499","2,268 mi.",Blu Eleos Metallic,Bianco Polar / Nero Ade,All-wheel Drive,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,ZPBUA1ZL1NLA19656,2023-05-13 08:52:13.866674,Cars.com
2021 Genesis G70 2.0T,"$33,671","18,971 mi.",Himalayan Gray,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,KMTG64LA1MU079672,2023-05-13 08:52:17.478024,Cars.com
2015 Chevrolet Tahoe LTZ,"$29,395","114,075 mi.",Black,Jet Black,Four-wheel Drive,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKCKC7FR618942,2023-05-13 08:52:20.826052,Cars.com
2021 Chevrolet Tahoe High Country,"$69,995","30,819 mi.",Black,Jet Black,Four-wheel Drive,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GNSKTKL1MR491991,2023-05-13 08:52:23.760105,Cars.com
2023 Volvo XC60 B6 Ultimate Dark Theme,"$70,135",2 mi.,Silver,Charcoal,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,YV4062RX0P1330975,2023-05-13 08:52:26.767631,Cars.com
2022 Hyundai Tucson XRT,"$32,550","1,581 mi.",Amazon Gray,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,KM8JF3AE0NU169414,2023-05-13 08:52:28.748928,Cars.com
2023 Genesis G70 2.0T,"$42,938","15,772 mi.",Vik Black,Obsidian Black,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,KMTG34TA4PU104299,2023-05-13 08:52:31.498475,Cars.com
2022 Genesis G70 2.0T,"$39,950","4,181 mi.",Makalu Gray,Dune,Rear-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,KMTG34TA7NU100549,2023-05-13 08:52:33.284177,Cars.com
2023 Hyundai Santa Fe SEL,"$41,385",11 mi.,Serenity White Pearl,Black,AWD,Gasoline,Automatic,2.5L I4 16V PDI DOHC,5NMS3DAJ2PH575290,2023-05-13 08:52:36.531033,Cars.com
2019 GMC Terrain SLE,"$21,886","76,615 mi.",Ebony Twilight Metallic,Jet Black,Front-wheel Drive,Gasoline,9-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3GKALMEV7KL230667,2023-05-13 08:52:40.171527,Cars.com
2023 Hyundai Venue Limited,"$24,280",5 mi.,Intense Blue,Black,Front-wheel Drive,Gasoline,IVT,1.6L I4 16V MPFI DOHC,KMHRC8A31PU251503,2023-05-13 08:52:43.906563,Cars.com
2021 Ford Explorer Base,"$29,998","38,618 mi.",Silver,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8BH5MGB20938,2023-05-13 08:52:47.073742,Cars.com
2022 Lincoln Corsair Standard,"$41,395",2 mi.,White Tri-Coat,Ebony,Front-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,5LMCJ1C96NUL29255,2023-05-13 08:52:49.130955,Cars.com
2022 Ford Explorer ST,"$51,995","13,283 mi.",Star White,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,1FM5K8GC6NGA92451,2023-05-13 08:52:52.201072,Cars.com
2013 Nissan Frontier Pro-4X,"$21,392","55,855 mi.",Lava Red,Steel,Four-wheel Drive,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,1N6AD0CW8DN756870,2023-05-13 08:52:59.877438,Cars.com
2019 BMW 430 Gran Coupe i xDrive,"$31,500","28,410 mi.",Carbon Black Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4J3C54KBL10583,2023-05-13 08:53:02.176832,Cars.com
2020 Hyundai Palisade SEL,"$30,499","77,185 mi.",Steel / Graphite,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R24HE8LU135566,2023-05-13 08:53:04.008197,Cars.com
2023 Ford Ranger XLT,"$42,730",–,Shadow Black,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FTER4FH2PLE17211,2023-05-13 08:53:05.881757,Cars.com
2023 GMC Acadia AWD SLE,"$38,745",5 mi.,Summit White,Jet Black,All-wheel Drive,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,",1GKKNRL4XPZ198075,2023-05-13 08:53:09.002775,Cars.com
2023 Buick Encore GX Select,"$28,660",5 mi.,Moonstone Gray Metallic,Ebony w/Ebony Accents,Front-wheel Drive,Gasoline,Automatic,"ECOTEC 1.3L I-3 gasoline direct injection, DOHC, variable valve",KL4MMDSL4PB123538,2023-05-13 08:53:11.044357,Cars.com
2022 Audi Q3 45 S line Premium Plus,"$41,391","8,155 mi.",Chronos Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WA1EECF34N1148237,2023-05-13 08:53:14.334058,Cars.com
2023 BMW XM Base,"$165,895",11 mi.,Bay Blue,Silverstone,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8,5YM23CS0XP9S26381,2023-05-13 08:53:17.877954,Cars.com
2023 Mercedes-Benz GLA 250 Base 4MATIC,"$51,395",5 mi.,Midnight Black,–,All-wheel Drive,Gasoline,8-Speed,2.0L I4 16V GDI DOHC Turbo,W1N4N4HB0PJ450633,2023-05-13 08:53:20.218111,Cars.com
2023 Volvo XC60 B5 Plus Bright Theme,"$57,085",10 mi.,Thunder Gray Metallic,Charcoal,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,YV4L12RN2P1294362,2023-05-13 08:53:23.142907,Cars.com
2023 Subaru Outback Limited,"$39,173",5 mi.,Crystal White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,4S4BTANC3P3223257,2023-05-13 08:53:25.504630,Cars.com
2022 Chrysler Pacifica Hybrid Limited,"$45,990","20,041 mi.",Ceramic Gray Clearcoat,Black,Front-wheel Drive,Hybrid,1-Speed Automatic,3.6L V6 24V MPFI DOHC Hybrid,2C4RC1S74NR179963,2023-05-13 08:53:28.420742,Cars.com
2021 Kia Telluride EX,"$35,500","80,510 mi.",Ebony Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP3DHC1MG114276,2023-05-13 08:53:30.327744,Cars.com
2023 Genesis G80 3.5T,"$67,080",10 mi.,Obsidian Black,Red,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,KMTGB4SD3PU164072,2023-05-13 08:53:32.414825,Cars.com
2023 Honda Passport EX-L,"$45,345",–,Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H53PB019539,2023-05-13 08:53:35.425706,Cars.com
2018 Lexus LC 500 Base,"$77,291","13,566 mi.",Nightfall Mica,Tan,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,JTHHP5AY6JA002765,2023-05-13 08:53:37.219023,Cars.com
2020 Ford Explorer Platinum,"$44,750","19,125 mi.",Agate Black Metallic,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,1FM5K8HC6LGB27887,2023-05-13 08:53:40.309629,Cars.com
2022 Lexus GX 460 Luxury,"$60,995","14,242 mi.",Black Onyx,Sepia,Four-wheel Drive,Gasoline,6-Speed Automatic with Sequential Shift,4.6L V8 32V MPFI DOHC,JTJGM7BX1N5324667,2023-05-13 08:53:43.050522,Cars.com
2021 Chevrolet Tahoe LT,"$59,995","40,465 mi.",Summit White / White,Gideon,Four-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKNKD0MR484230,2023-05-13 08:53:45.069947,Cars.com
2023 Buick Encore GX Preferred,"$28,126",7 mi.,Sapphire Metallic,Ebony,All-wheel Drive,Gasoline,Automatic,1.3L I3 12V GDI DOHC Turbo,KL4MMCSL5PB123946,2023-05-13 08:53:47.719784,Cars.com
2023 Honda Passport TrailSport,"$45,400",–,Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H69PB020915,2023-05-13 08:53:53.208842,Cars.com
2020 Lexus GX 460 Premium,"$52,290","31,959 mi.",Starfire Pearl,Rioja Red,Four-wheel Drive,Gasoline,Automatic,Premium Unleaded V-8 4.6 L/281,JTJAM7BX7L5249718,2023-05-13 08:53:55.206229,Cars.com
2015 Porsche 911 Turbo S,"$167,495","3,197 mi.",Red,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.8L H6 24V Turbo GDI DOHC,WP0AD2A98FS166183,2023-05-13 08:53:57.110207,Cars.com
2016 McLaren 675LT Spider,"$307,295","3,312 mi.",–,–,Rear-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.8L V8 32V MPFI DOHC Twin Turbo,SBM11SAA6GW675676,2023-05-13 08:53:59.074840,Cars.com
2023 Buick Encore GX Preferred,"$28,350",5 mi.,Sapphire Metallic,Ebony w/Ebony Accents,All-wheel Drive,Gasoline,Automatic,"ECOTEC 1.3L I-3 gasoline direct injection, DOHC, variable valve",KL4MMCSL0PB133137,2023-05-13 08:54:01.444533,Cars.com
2023 BMW XM SAV,"$163,395",24 mi.,Black Sapphire Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8,5YM23CS09P9R93820,2023-05-13 08:54:04.768416,Cars.com
2017 Lexus GX 460 Base,"$37,858","47,941 mi.",Silver Lining Metallic,Sepia,Four-wheel Drive,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJBM7FX1H5150124,2023-05-13 08:54:07.945240,Cars.com
2023 Volvo XC60 B6 Ultimate Bright Theme,"$66,246",0 mi.,Onyx Black,Charcoal,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,YV4062RA5P1341630,2023-05-13 08:54:10.771161,Cars.com
2013 Volvo S60 T5,"$11,822","118,508 mi.",Black Stone,Soft Beige,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I5 20V MPFI DOHC Turbo,YV1612FS1D1222231,2023-05-13 08:54:12.711872,Cars.com
2022 Hyundai IONIQ 5 Limited,"$51,995","3,632 mi.",Gray,–,All-wheel Drive,Electric,Automatic,Electric,KM8KRDAF1NU079604,2023-05-13 08:54:15.453216,Cars.com
2019 Honda Odyssey EX-L,"$29,457","102,263 mi.",White Diamond Pearl,Beige,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H71KB020913,2023-05-13 08:54:18.218405,Cars.com
2022 Honda Passport TrailSport,Not Priced,0 mi.,–,Black,AWD,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H66NB020495,2023-05-13 08:54:20.850811,Cars.com
2015 Hyundai Sonata Hybrid Limited,"$15,950","98,591 mi.",Diamond White Pearl,Camel,Front-wheel Drive,Hybrid,6-Speed Automatic,2.4L I4 16V MPFI DOHC Hybrid,KMHEC4A46FA119742,2023-05-13 08:54:23.696639,Cars.com
2023 GMC Sierra 1500 Denali,"$67,230",4 mi.,White Frost Tri-Coat,Jet Black,Four-wheel Drive,Gasoline,Automatic,5.3L V8 16V GDI OHV,3GTUUGED5PG153439,2023-05-13 08:54:27.036206,Cars.com
2023 Buick Encore GX Select,"$26,570",9 mi.,Moonstone Gray Metallic,Ebony,Front-wheel Drive,Gasoline,Automatic,1.3L I3 12V GDI DOHC Turbo,KL4MMDSL1PB095312,2023-05-13 08:54:29.071722,Cars.com
2023 Volkswagen Arteon 2.0T SE R-Line,"$42,805",15 mi.,Deep Black Pearl Effect,Titan Black,Front-wheel Drive,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WVWSR7AN3PE002145,2023-05-13 08:54:32.693998,Cars.com
2023 Toyota GR Corolla Core,"$44,559",–,White,Red,All-wheel Drive,Gasoline,Manual,3 Cylinder,JTNABAAE5PA003961,2023-05-13 08:54:35.180029,Cars.com
2022 Genesis G70 2.0T,"$38,055","6,559 mi.",Mallorca Blue,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,KMTG34TA7NU092677,2023-05-13 08:54:38.760442,Cars.com
2023 Nissan Frontier S,"$34,176",15 mi.,Gun Metallic,Charcoal,Four-wheel Drive,Gasoline,Automatic,3.8L V6 24V GDI DOHC,1N6ED1CM7PN616691,2023-05-13 08:54:41.934216,Cars.com
2023 GMC Terrain Denali,"$41,774","1,691 mi.",Summit White / White,Light Platinum,All-wheel Drive,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,3GKALXEG3PL174303,2023-05-13 08:54:44.356513,Cars.com
2022 Ford Expedition Max Limited,"$67,653","16,368 mi.",Oxford White,Mahogany,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FMJK2AT7NEA29245,2023-05-13 08:54:50.568029,Cars.com
2016 Chevrolet Tahoe LTZ,"$36,990","80,607 mi.",Tungsten Metallic,Cocoa/Dune,Four-wheel Drive,E85 Flex Fuel,Automatic,Gas/Ethanol V8 5.3L/325,1GNSKCKC9GR260518,2023-05-13 08:54:53.205941,Cars.com
2014 GMC Acadia SLE-2,"$10,995","119,307 mi.",Blue,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GKKRPKD1EJ208627,2023-05-13 08:54:56.433829,Cars.com
2018 Chevrolet Tahoe LT,"$37,590","91,016 mi.",Black,Jet Black,Four-wheel Drive,E85 Flex Fuel,Automatic,Gas/Ethanol V8 5.3L/325,1GNSKBKC3JR160514,2023-05-13 08:54:58.116421,Cars.com
2023 Kia Forte LXS,"$22,110",11 mi.,Currant Red,Black,FWD,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,3KPF24AD9PE630601,2023-05-13 08:55:01.099720,Cars.com
