Car Name,Car Price,Car Mileage,Exterior Color,Interior Color,Drivetrain,Fuel Type,Transmission,Engine,VIN,TimeStamp,Source
2023 Ford Mustang Mach-E GT,"$71,435","2,650 mi.",Space White Metallic,Black Onyx,All-wheel Drive,Electric,SINGLE SPEED,Electric,3FMTK4SEXPMA12408,2023-05-14 08:47:56.549690,Cars.com
2021 INFINITI QX50 Luxe,"$32,998","52,267 mi.",Gray,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,3PCAJ5BB0MF121048,2023-05-14 08:47:59.785818,Cars.com
2023 Honda Passport EX-L,"$45,345",–,Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H53PB019539,2023-05-14 08:48:02.046138,Cars.com
2020 Kia Telluride EX,"$37,470","30,374 mi.",Gravity Gray,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP34HC2LG032927,2023-05-14 08:48:03.896239,Cars.com
2023 Ford Expedition Max Limited,"$84,155",–,White Tri-Coat,Black Onyx,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FMJK2A8XPEA30260,2023-05-14 08:48:06.335808,Cars.com
2023 Ford Mustang Mach-E GT,"$66,035",7 mi.,Shadow Black,Black Onyx,All-wheel Drive,Electric,SINGLE SPEED,Electric,3FMTK4SE3PMA12508,2023-05-14 08:48:08.850703,Cars.com
2023 Ford Expedition Max XLT,"$70,980",–,Dark Matter Metallic,Black Onyx,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FMJK1J87PEA46698,2023-05-14 08:48:11.474783,Cars.com
2020 BMW X7 xDrive40i,"$56,995","47,589 mi.",Mineral White Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C03L9B11534,2023-05-14 08:48:14.506436,Cars.com
2023 Ford Mustang GT Premium,"$50,865",–,Shadow Black,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FA6P8CF5P5304934,2023-05-14 08:48:20.414909,Cars.com
2023 Ford Expedition Max Limited,"$89,805",–,Black Metallic,Black Onyx,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FMJK2AG3PEA18376,2023-05-14 08:48:23.242365,Cars.com
2023 Honda Passport TrailSport,"$45,400",–,Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H69PB020915,2023-05-14 08:48:24.884128,Cars.com
2019 Nissan Murano Platinum,"$31,520","21,705 mi.",White,Graphite,All-wheel Drive,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,5N1AZ2MS0KN103115,2023-05-14 08:48:28.497742,Cars.com
2022 Lincoln Navigator Reserve,"$90,000","4,958 mi.",Ocean Drive Blue,Roast,Rear-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5LMJJ2KT4NEL00101,2023-05-14 08:48:30.867735,Cars.com
2022 Kia Telluride EX,"$45,785","23,102 mi.",Dark Moss,Black,All-wheel Drive,Gasoline,Automatic,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",5XYP3DHC1NG198665,2023-05-14 08:48:34.312525,Cars.com
2021 Ford Expedition Max XLT,"$46,989","43,375 mi.",Star White,Medium Stone,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FMJK1JT8MEA42353,2023-05-14 08:48:37.147503,Cars.com
2021 Chrysler 300 S,"$29,581","54,206 mi.",Granite Crystal Clearcoat Metallic,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CCABG2MH541206,2023-05-14 08:48:39.275983,Cars.com
2023 Chevrolet Colorado Trail Boss,"$45,076",12 mi.,Glacier Blue Metallic,Jet Black,Four-wheel Drive,Gasoline,OTHER,2.7L I4 16V GDI DOHC Turbo,1GCPTEEK9P1165885,2023-05-14 08:48:41.363211,Cars.com
2012 Ford E350 Super Duty XLT,"$23,900","53,543 mi.",Oxford White,Gray,Rear-wheel Drive,E85 Flex Fuel,Automatic,5.4L V8 16V MPFI SOHC Flexible Fuel,1FBNE3BL5CDA90148,2023-05-14 08:48:44.809562,Cars.com
2012 Chevrolet Traverse LS,"$7,900","138,130 mi.",Silver Ice Metallic,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GNKRFED6CJ195511,2023-05-14 08:48:48.006591,Cars.com
2023 BMW 840 i xDrive,"$87,885","4,124 mi.",Alpine White,Fiona Red,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBADZ4C0XPCK99688,2023-05-14 08:48:51.499566,Cars.com
2022 Kia Telluride SX,"$50,000","16,018 mi.",Ebony Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP5DHC6NG262435,2023-05-14 08:48:53.657176,Cars.com
2023 Ford Transit-350 Base,"$63,395",34 mi.,Oxford White,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FTBW3XG0PKA91314,2023-05-14 08:48:56.348056,Cars.com
2022 Toyota Tundra Hybrid TRD Pro,"$75,500","13,160 mi.",White,Red,Four-wheel Drive,Hybrid,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,5TFPC5DB0NX003039,2023-05-14 08:48:59.601988,Cars.com
2021 Kia Telluride S,"$39,977","37,654 mi.",Gravity Gray,Gray,Front-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP64HC0MG193477,2023-05-14 08:49:02.989694,Cars.com
2023 Honda Passport EX-L,"$43,530",–,Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H5XPB019540,2023-05-14 08:49:06.792272,Cars.com
2023 Toyota RAV4 Hybrid Woodland Edition,"$35,574",5 mi.,White,Black,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,2T3UWRFV0PW165463,2023-05-14 08:49:09.943199,Cars.com
2023 Jeep Grand Cherokee Limited,"$49,000","2,500 mi.",Bright White Clearcoat,Global Black,Four-wheel Drive,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1C4RJHBG4PC541865,2023-05-14 08:49:12.248131,Cars.com
2021 BMW X7 M50i,"$79,995","20,955 mi.",Black Sapphire Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,5UXCX6C04M9D89008,2023-05-14 08:49:14.194571,Cars.com
2023 Ford Explorer XLT,"$45,340",–,Gray Metallic,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8DH3PGA50714,2023-05-14 08:49:21.902863,Cars.com
2021 Kia Telluride EX,"$34,794","58,400 mi.",Sangria Red,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP34HC0MG148998,2023-05-14 08:49:24.295640,Cars.com
2014 Audi S5 Premium Plus,"$23,990","76,346 mi.",Ice Silver Metallic,Black,All-wheel Drive,Gasoline,Automatic,Intercooled Supercharger Premium Unleaded V-6 3.0 L/183,WAUCGAFR5EA022742,2023-05-14 08:49:27.307136,Cars.com
2023 Chevrolet Silverado 2500 Custom,"$51,210",–,Red,Jet Black,Four-wheel Drive,Gasoline,OTHER,6.6L V8 16V GDI OHV,2GC4YME77P1729375,2023-05-14 08:49:29.590793,Cars.com
2023 Chevrolet Silverado 1500 Custom,"$42,250",1 mi.,Summit White / White,Jet Black,Four-wheel Drive,Gasoline,OTHER,2.7L I4 16V GDI DOHC Turbo,1GCPDBEK3PZ138761,2023-05-14 08:49:31.918236,Cars.com
2008 Ford E350 Super Duty XLT,"$20,990","76,627 mi.",Oxford White,Gray,Rear-wheel Drive,Gasoline,4-Speed Automatic,5.4L V8 16V MPFI SOHC,1FBSS31L78DA69676,2023-05-14 08:49:34.496597,Cars.com
2023 Dodge Hornet GT Plus AWD,"$37,185",1 mi.,Blue Steele,Black,All-wheel Drive,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",ZACNDFBN8P3A04296,2023-05-14 08:49:38.407986,Cars.com
2023 Ford Mustang Mach-E GT,"$70,395",2 mi.,Shadow Black,Gray,All-wheel Drive,Electric,Automatic,Electric,3FMTK4SX4PMA12499,2023-05-14 08:49:41.964725,Cars.com
2020 Volvo S60 T6 Momentum,"$34,995","15,813 mi.",Crystal White Pearl Metallic,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,7JRA22TK4LG039288,2023-05-14 08:49:44.154436,Cars.com
2017 Volkswagen Tiguan Limited 2.0T,"$17,950","49,134 mi.",Deep Black Pearl Effect,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WVGAV7AX0HK054033,2023-05-14 08:49:46.724139,Cars.com
2022 Kia Sorento SX Prestige,"$43,950","12,650 mi.",Sparkling Silver,Black,All-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.5L I4 16V PDI DOHC Turbo,5XYRKDLFXNG089344,2023-05-14 08:49:49.387613,Cars.com
2022 Volkswagen Atlas 2.0T SE,"$42,289","7,240 mi.",Platinum Gray Metallic,Titan Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1V2KP2CA4NC546941,2023-05-14 08:49:51.838322,Cars.com
2022 Kia Telluride EX,"$48,452","9,591 mi.",Gray,Gray,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP3DHC1NG262879,2023-05-14 08:49:54.696022,Cars.com
2023 Toyota Camry Hybrid SE,"$36,990","4,597 mi.",Gray,Ash,Front-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,4T1S31AK3PU602783,2023-05-14 08:49:57.468936,Cars.com
2021 Subaru Ascent Limited 7-Passenger,"$36,635","39,713 mi.",Cinnamon Brown Pearl,Ivory,All-wheel Drive,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMAMD7M3411395,2023-05-14 08:49:59.207053,Cars.com
2016 Nissan Murano Hybrid Platinum,"$26,665","66,377 mi.",Pacific Sunset,Black,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V MPFI DOHC Supercharged Hybrid,5N1CZ2MHXGN111307,2023-05-14 08:50:02.010825,Cars.com
2021 Kia K5 EX,"$34,497","4,576 mi.",Glacial White Pearl,Sand,Front-wheel Drive,Gasoline,8-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,5XXG34J29MG038313,2023-05-14 08:50:05.516667,Cars.com
2023 Hyundai Santa Cruz 2.5T SEL Premium,"$37,920",11 mi.,Hampton Gray,Gray,All-wheel Drive,Gasoline,SHIFTRONIC,2.5L I4 16V PDI DOHC Turbo,5NTJDDAFXPH051622,2023-05-14 08:50:08.777317,Cars.com
2018 Jaguar F-TYPE 400 Sport,"$54,907","29,649 mi.",Black,Ebony,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SAJD81GV1JCK48065,2023-05-14 08:50:10.699043,Cars.com
2023 Honda Ridgeline RTL,"$46,480",–,Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F53PB026015,2023-05-14 08:50:13.333111,Cars.com
2023 Kia Sportage Hybrid LX,"$31,834",10 mi.,Gravity Gray,Black,All-wheel Drive,Hybrid,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid,KNDPUCAG7P7059435,2023-05-14 08:50:19.434811,Cars.com
2023 Audi A3 Premium,"$39,175",5 mi.,Navarra Blue Metallic,Black,Front-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,WAUAUDGYXPA064737,2023-05-14 08:50:22.863808,Cars.com
2022 BMW X7 xDrive40i,"$72,490","23,105 mi.",Alpine White,Cognac,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C08N9K13833,2023-05-14 08:50:25.697651,Cars.com
2022 BMW X7 xDrive40i,"$76,500","14,026 mi.",Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C00N9M64538,2023-05-14 08:50:28.167557,Cars.com
2020 Mercedes-Benz SLC 300 Base,"$46,508","20,208 mi.",Black,Shara Beige,Rear-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1KPK3JA6LF170596,2023-05-14 08:50:31.193671,Cars.com
2023 Kia Carnival EX,"$40,400",3 mi.,Panthera Metal,Gray,Front-wheel Drive,Gasoline,Automatic,"3.5L V-6 port/direct injection, DOHC, CVVT variable valve contro",KNDNC5H31P6288353,2023-05-14 08:50:33.331651,Cars.com
2023 GMC Sierra 1500 SLT,"$60,920",5 mi.,Pacific Blue Metallic,Jet Black,Four-wheel Drive,Gasoline,Automatic,8 Cylinder Engine,1GTUUDEL7PZ193687,2023-05-14 08:50:35.658179,Cars.com
2023 Jeep Wrangler Rubicon,"$95,885",1 mi.,Bright White Clearcoat,Red/Black,Four-wheel Drive,Gasoline,Automatic,HEMI 6.4L V-8 engine with cylinder deactivation and 470HP,1C4JJXSJ0PW691618,2023-05-14 08:50:37.977878,Cars.com
2023 Volvo XC90 B6 Ultimate 7-Seater,"$69,736",0 mi.,Thunder Gray,Slate,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,YV4062PAXP1977351,2023-05-14 08:50:41.227162,Cars.com
2021 Volvo XC90 T6 Inscription 6 Passenger,"$51,921","18,381 mi.",Onyx Black,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A221L0M1753592,2023-05-14 08:50:43.388951,Cars.com
2021 BMW M5 Base,"$77,445","34,913 mi.",Black Sapphire Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBS83CH0XMCF02319,2023-05-14 08:50:46.798618,Cars.com
2022 Ferrari F8 Tributo Base,"$419,990",428 mi.,Rosso Corsa,Cuoio,Rear-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.9L V8 32V GDI DOHC Twin Turbo,ZFF92LLA1N0278485,2023-05-14 08:50:50.083354,Cars.com
2022 Ford F-150 XLT,"$57,345","5,639 mi.",Carbonized Gray Metallic,Black,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTFW1E85NKD39457,2023-05-14 08:50:53.316779,Cars.com
2023 MINI Convertible Cooper,"$35,045",5 mi.,Chili Pepper Red,Carbon Black,Front-wheel Drive,Gasoline,7-Speed Automatic,1.5L I3 12V GDI DOHC Turbo,WMW23DL0XP3R13759,2023-05-14 08:50:55.850750,Cars.com
2023 Chevrolet Silverado 1500 RST,"$57,635",0 mi.,Radiant Red,Jet Black,Four-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,3GCUDEED2PG204206,2023-05-14 08:50:59.273705,Cars.com
2022 Hyundai Kona Limited,"$28,377","14,934 mi.",Teal Isle,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,1.6L I4 16V GDI DOHC Turbo,KM8K5CA37NU908994,2023-05-14 08:51:02.966460,Cars.com
2018 Ford Expedition Max XLT,"$39,998","56,737 mi.",Gray,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJK1JT3JEA38450,2023-05-14 08:51:06.018880,Cars.com
2023 Toyota RAV4 Hybrid XLE Premium,"$38,799",–,Lunar Rock,Ash,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,JTMB6RFV3PD095719,2023-05-14 08:51:07.801229,Cars.com
2023 Toyota RAV4 Hybrid XSE,"$42,449",–,Magnetic Gray Metallic,Black,AWD,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,2T3E6RFV3PW21F331,2023-05-14 08:51:09.680325,Cars.com
2021 Chevrolet Suburban Premier,"$62,995","52,379 mi.",Shadow Gray Metallic,Jet Black,Four-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKFKD9MR352962,2023-05-14 08:51:13.118216,Cars.com
2023 Honda Passport TrailSport,"$45,235",10 mi.,Lunar,Black,AWD,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H67PB020928,2023-05-14 08:51:18.926547,Cars.com
2023 Toyota RAV4 Hybrid XLE Premium,"$40,034",–,Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,JTMB6RFVXPD089481,2023-05-14 08:51:21.293847,Cars.com
2023 Honda Passport EX-L,"$42,900",10 mi.,Platinum White,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H5XPB018176,2023-05-14 08:51:23.764065,Cars.com
2023 Ford Mustang Mach-E Premium,"$67,191",8 mi.,Vapor Blue,Black,All-wheel Drive,Electric,1-Speed Automatic,Electric,3FMTK3SU1PMA21502,2023-05-14 08:51:26.913324,Cars.com
2021 Mercedes-Benz AMG GLE 63 S-Model 4MATIC,"$94,010","32,566 mi.",Obsidian Black Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,4JGFB8KB8MA284538,2023-05-14 08:51:29.087821,Cars.com
2021 Alfa Romeo Stelvio Ti,"$37,989","19,006 mi.",Alfa White,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZASPAKBN5M7D01125,2023-05-14 08:51:31.029005,Cars.com
2023 Chevrolet Silverado 1500 Custom,"$41,070",1 mi.,Black,Jet Black,Four-wheel Drive,Gasoline,–,2.7L I4 16V GDI DOHC Turbo,1GCRDBEK9PZ251297,2023-05-14 08:51:34.009025,Cars.com
2023 Cadillac CT5 Sport AWD,Not Priced,6 mi.,Silver Metallic,Jet Black,All-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1G6DU5RK9P0135711,2023-05-14 08:51:37.108256,Cars.com
2018 Mercedes-Benz AMG C 63 S,"$63,500","15,973 mi.",Black,Black,Rear-wheel Drive,Gasoline,7-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,55SWF8HB0JU238459,2023-05-14 08:51:39.252567,Cars.com
2018 Nissan 370Z Touring,"$32,995","40,642 mi.",Solid Red,Gray,Rear-wheel Drive,Gasoline,7-Speed Automatic,3.7L V6 24V MPFI DOHC,JN1AZ4FH6JM520179,2023-05-14 08:51:41.391793,Cars.com
2024 BMW X7 xDrive40i,"$94,445",14 mi.,Black Sapphire Metallic,Cognac,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V DOHC,5UX23EM04R9S21602,2023-05-14 08:51:44.527495,Cars.com
2023 Subaru Legacy ,"$34,951",5 mi.,Ice Silver Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,4S3BWAN67P3015579,2023-05-14 08:51:46.893019,Cars.com
2022 Hyundai Tucson Hybrid SEL Convenience,"$33,950","15,718 mi.",Quartz White,Gray,All-wheel Drive,Hybrid,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid,KM8JFCA18NU033321,2023-05-14 08:51:50.110173,Cars.com
2023 Chevrolet Silverado 3500 WT,"$46,878",15 mi.,Summit White,Jet Black,Rear-wheel Drive,Gasoline,Automatic,"6.6L V-8 gasoline direct injection, variable valve control, engi",1GB5WRE74PF172932,2023-05-14 08:51:54.056583,Cars.com
2023 Toyota RAV4 Hybrid XLE,"$37,274",–,Magnetic Gray Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,JTMRWRFV1PD574512,2023-05-14 08:51:56.265986,Cars.com
2023 Ford F-150 XLT,"$56,220",7 mi.,Hot Pepper Red Metallic Tinted Clearcoat,Black,Four-wheel Drive,–,OTHER,5.0L V8 32V PDI DOHC,1FTFW1E52PKE07884,2023-05-14 08:51:59.341479,Cars.com
2018 Kia Cadenza Premium,"$24,000","38,830 mi.",Snow White Pearl,Beige,Front-wheel Drive,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC,KNALC4J1XJ5096322,2023-05-14 08:52:02.533619,Cars.com
2021 Hyundai Kona SEL,"$26,495","17,074 mi.",Ultra Black,Gray / Black,Front-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,KM8K22AA7MU646894,2023-05-14 08:52:05.489565,Cars.com
2019 GMC Yukon SLT,"$44,995","67,969 mi.",White Frost Tri-Coat,Cocoa / Dune,Four-wheel Drive,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GKS2BKC5KR183114,2023-05-14 08:52:07.851776,Cars.com
2022 GMC Acadia SLT,"$37,995","6,995 mi.",Ebony Twilight Metallic,Jet Black,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1GKKNUL45NZ168742,2023-05-14 08:52:09.879670,Cars.com
2023 Ford F-150 XLT,"$65,240",–,Gray Metallic,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTFW1E8XPFB12969,2023-05-14 08:52:18.972713,Cars.com
2023 Volkswagen Atlas 2.0T SE,"$42,081",7 mi.,Pure White,Beige,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1V2HP2CA5PC537453,2023-05-14 08:52:21.314531,Cars.com
2017 Lincoln Continental Reserve,"$26,490","73,525 mi.",Black Velvet,Ebony,All-wheel Drive,Gasoline,6-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,1LN6L9NC7H5627507,2023-05-14 08:52:23.579351,Cars.com
2015 GMC Sierra 3500 Denali,"$56,990","37,214 mi.",Iridium Metallic,Cocoa/Dune,Four-wheel Drive,Diesel,Automatic,Turbocharged Diesel V8 6.6L/403,1GT424E88FF531518,2023-05-14 08:52:26.679665,Cars.com
2023 Chevrolet Equinox RS,"$31,290",9 mi.,Summit White,Jet Black,Front-wheel Drive,Gasoline,6-Speed Electronically Controlled Automatic with O,1.5L I4 16V GDI DOHC Turbo,3GNAXMEG1PL220247,2023-05-14 08:52:30.195743,Cars.com
2022 Ford Escape SEL,"$32,680",6 mi.,Star White,Ebony,All-wheel Drive,Gasoline,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,1FMCU9H67NUB33588,2023-05-14 08:52:33.255221,Cars.com
2023 Porsche Macan Base,"$66,988","4,074 mi.",White,Black,All-wheel Drive,Gasoline,7-Speed PDK Automatic,2.0L I4 16V GDI DOHC Turbo,WP1AA2A58PLB05514,2023-05-14 08:52:36.434093,Cars.com
2024 BMW M440 i xDrive,"$68,095",6 mi.,Individual Dravit Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,I6,WBA13AW02RFR17683,2023-05-14 08:52:38.210639,Cars.com
2018 Honda Odyssey EX-L,"$29,950","71,146 mi.",Crystal Black Pearl,Mocha,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H71JB096906,2023-05-14 08:52:41.614623,Cars.com
2023 Chevrolet Silverado 1500 LT Trail Boss,"$56,250",11 mi.,Summit White / White,Jet Black,Four-wheel Drive,Gasoline,Automatic,5.3L V8 16V GDI OHV,3GCUDFED0PG229661,2023-05-14 08:52:43.864410,Cars.com
2023 Chevrolet Silverado 1500 LT,"$54,200",12 mi.,Red,Jet Black,Four-wheel Drive,Gasoline,–,5.3L V8 16V GDI OHV,2GCUDDED0P1123840,2023-05-14 08:52:47.380273,Cars.com
2023 Ford Ranger XLT,"$43,660",5 mi.,Shadow Black,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FTER4FH7PLE22467,2023-05-14 08:52:49.476776,Cars.com
2018 Cadillac Escalade Premium Luxury,"$52,000","47,463 mi.",Black Raven,Jet Black,Four-wheel Drive,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GYS4CKJ2JR394547,2023-05-14 08:52:53.031871,Cars.com
2020 Subaru Ascent Touring 7-Passenger,"$32,964","58,331 mi.",White,Java Brown,All-wheel Drive,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMARD0L3418969,2023-05-14 08:52:56.417094,Cars.com
2023 Chevrolet Camaro LT1,"$42,530",1 mi.,Sharkskin,Jet Black,Rear-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,1G1FF1R75P0144189,2023-05-14 08:52:58.895699,Cars.com
2023 Nissan Rogue SL,"$38,036",50 mi.,Black,Charcoal,All-wheel Drive,Gasoline,Automatic CVT,1.5L I3 12V GDI DOHC Turbo,5N1BT3CB3PC744100,2023-05-14 08:53:00.698694,Cars.com
2023 Genesis G80 3.5T,"$67,080",10 mi.,Obsidian Black,Red,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,KMTGB4SD3PU164072,2023-05-14 08:53:03.952353,Cars.com
2023 Genesis GV70 2.5T,"$57,820",10 mi.,Alta White,Blue,All-wheel Drive,Gasoline,8-Speed Automatic with SHIFTRONIC,2.5L I4 16V PDI DOHC Turbo,KMUMADTB7PU123765,2023-05-14 08:53:07.590429,Cars.com
2017 BMW X5 xDrive35i,"$29,995","69,508 mi.",Imperial Blue Metallic,Beige,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C37H0V73508,2023-05-14 08:53:10.838603,Cars.com
2017 Ford F-250 Lariat,"$38,995","112,358 mi.",Magnetic Metallic,Black,Four-wheel Drive,E85 Flex Fuel,6-Speed Automatic,6.2L V8 16V MPFI SOHC Flexible Fuel,1FT7W2B68HED66989,2023-05-14 08:53:13.691958,Cars.com
2020 Ford Expedition Max Platinum,"$58,950","38,562 mi.",Magnetic Metallic,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJK1MT6LEA28719,2023-05-14 08:53:19.159485,Cars.com
2005 Honda Civic EX,"$5,200","181,243 mi.",Satin Silver Metallic,Black,Front-wheel Drive,Gasoline,4-Speed Automatic,1.7L I4 16V MPFI SOHC,2HGES268X5H524415,2023-05-14 08:53:21.586944,Cars.com
2018 BMW 640 Gran Turismo i xDrive,"$32,970","59,040 mi.",Carbon Black Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBAJV6C5XJBJ99836,2023-05-14 08:53:24.355429,Cars.com
2023 RAM 1500 Big Horn,"$56,225",9 mi.,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C6RRFFG6PN552367,2023-05-14 08:53:26.550309,Cars.com
